NIVEL;CURSO;OA;COD_ASG;ASIGNATURA;CATEGORIA;DESCRIPCION
B;4B;OA 08;MA04;Matemática;Aprendizajes Basales;Demostrar que comprende las fracciones con denominadores 100, 12, 10, 8, 6, 5, 4, 3, 2: explicando que una fracción representa la parte de un todo o de un grupo de elementos y un lugar en la recta numérica, describiendo situaciones en las cuales se puede usar fracciones, mostrando que una fracción puede tener representaciones diferentes, comparando y ordenando fracciones (por ejemplo: 1/100, 1/8, 1/5, 1/4, 1/2) con material concreto y pictórico.
B;4B;OA 09;MA04;Matemática;Aprendizajes Basales;Resolver adiciones y sustracciones de fracciones con igual denominador (denominadores 100, 12, 10, 8, 6, 5, 4, 3, 2) de manera concreta y pictórica en el contexto de la resolución de problemas.
B;4B;OA 10;MA04;Matemática;Aprendizajes Complementarios;Identificar, escribir y representar fracciones propias y los números mixtos hasta el 5 de manera concreta, pictórica y simbólica, en el contexto de la resolución de problemas.
B;4B;OA 11;MA04;Matemática;Aprendizajes Complementarios;Describir y representar decimales (décimos y centésimos): representándolos en forma concreta, pictórica y simbólica, de manera manual y/o con software educativo, comparándolos y ordenándolos hasta la centésima.
B;4B;OA 12;MA04;Matemática;Aprendizajes Complementarios;Resolver adiciones y sustracciones de decimales, empleando el valor posicional hasta la centésima en el contexto de la resolución de problemas.
B;4B;OA 13;MA04;Matemática;Aprendizajes Basales;Identificar y describir patrones numéricos en tablas que involucren una operación, de manera manual y/o usando software educativo.
B;4B;OA 14;MA04;Matemática;Aprendizajes Basales;Resolver ecuaciones e inecuaciones de un paso que involucren adiciones y sustracciones, comprobando los resultados en forma pictórica y simbólica del 0 al 100 y aplicando las relaciones inversas entre la adición y la sustracción.
B;4B;OA 15;MA04;Matemática;Aprendizajes Complementarios;Describir la localización absoluta de un objeto en un mapa simple con coordenadas informales (por ejemplo con letras y números), y la localización relativa en relación a otros objetos.
B;4B;OA 16;MA04;Matemática;Aprendizajes Complementarios;Determinar las vistas de figuras 3D, desde el frente, desde el lado y desde arriba.
B;4B;OA 17;MA04;Matemática;Aprendizajes Basales;Demostrar que comprenden una línea de simetría: identificando figuras simétricas 2D, creando figuras simétricas 2D, dibujando una o más líneas de simetría en figuras 2D, usando software geométrico.
B;4B;OA 18;MA04;Matemática;Aprendizajes Basales;Trasladar, rotar y reflejar figuras 2D.
B;4B;OA 19;MA04;Matemática;Aprendizajes Basales;Construir ángulos con el transportador y compararlos.
B;4B;OA 20;MA04;Matemática;Aprendizajes Complementarios;Leer y registrar diversas mediciones del tiempo en relojes análogos y digitales, usando los conceptos A.M., P.M. y 24 horas.
B;4B;OA 21;MA04;Matemática;Aprendizajes Complementarios;Realizar conversiones entre unidades de tiempo en el contexto de la resolución de problemas: el número de segundos en un minuto, el número de minutos en una hora, el número de días en un mes y el número de meses en un año.
B;4B;OA 22;MA04;Matemática;Aprendizajes Basales;Medir longitudes con unidades estandarizadas (m, cm) y realizar transformaciones entre estas unidades (m a cm y viceversa) en el contexto de la resolución de problemas.
B;4B;OA 23;MA04;Matemática;Aprendizajes Basales;Demostrar que comprenden el concepto de área de un rectángulo y de un cuadrado: reconociendo que el área de una superficie se mide en unidades cuadradas, seleccionando y justificando la elección de la unidad estandarizada (cm² y m²), determinando y registrando el área en cm² y m² en contextos cercanos, construyendo diferentes rectángulos para un área dada (cm² y m²) para mostrar que distintos rectángulos pueden tener la misma área, usando software geométrico.
B;4B;OA 24;MA04;Matemática;Aprendizajes Basales;Demostrar que comprenden el concepto de volumen de un cuerpo: seleccionando una unidad no estandarizada para medir el volumen de un cuerpo, reconociendo que el volumen se mide en unidades de cubo, midiendo y registrando el volumen en unidades de cubo, usando software geométrico.
B;4B;OA 25;MA04;Matemática;Aprendizajes Basales;Realizar encuestas, analizar los datos, comparar con los resultados de muestras aleatorias, usando tablas y gráficos.
B;4B;OA 26;MA04;Matemática;Aprendizajes Complementarios;Realizar experimentos aleatorios lúdicos y cotidianos, y tabular y representar mediante gráficos de manera manual y/o con software educativo.
B;4B;OA 27;MA04;Matemática;Aprendizajes Basales;Leer e interpretar pictogramas y gráficos de barra simple con escala, y comunicar sus conclusiones.
B;4B;OAA A;MA04;Matemática;Actitudes;Manifestar un estilo de trabajo ordenado y metódico.
B;4B;OAA B;MA04;Matemática;Actitudes;Abordar de manera flexible y creativa la búsqueda de soluciones a problemas.
B;4B;OAA C;MA04;Matemática;Actitudes;Manifestar curiosidad e interés por el aprendizaje de las matemáticas.
B;4B;OAA D;MA04;Matemática;Actitudes;Manifestar una actitud positiva frente a sí mismo y sus capacidades.
B;4B;OAA E;MA04;Matemática;Actitudes;Demostrar una actitud de esfuerzo y perseverancia.
B;4B;OAA F;MA04;Matemática;Actitudes;Expresar y escuchar ideas de forma respetuosa.
B;4B;OAH a;MA04;Matemática;Habilidades;Resolver problemas: Resolver problemas dados o creados.
B;4B;OAH b;MA04;Matemática;Habilidades;Resolver problemas: Emplear diversas estrategias para resolver problemas y alcanzar respuestas adecuadas, como la estrategia de los 4 pasos: entender, planificar, hacer y comprobar.
B;4B;OAH c;MA04;Matemática;Habilidades;Resolver problemas: Transferir los procedimientos utilizados en situaciones ya resueltas a problemas similares.
B;4B;OAH d;MA04;Matemática;Habilidades;Argumentar y comunicar: Formular preguntas para profundizar el conocimiento y la comprensión.
B;4B;OAH e;MA04;Matemática;Habilidades;Argumentar y comunicar: Descubrir regularidades matemáticas -la estructura de las operaciones inversas, el valor posicional en el sistema decimal, patrones como los múltiplos- y comunicarlas a otros.
B;4B;OAH f;MA04;Matemática;Habilidades;Argumentar y comunicar: Hacer deducciones matemáticas.
B;4B;OAH g;MA04;Matemática;Habilidades;Argumentar y comunicar: Comprobar una solución y fundamentar su razonamiento.
B;4B;OAH h;MA04;Matemática;Habilidades;Argumentar y comunicar: Escuchar el razonamiento de otros para enriquecerse y para corregir errores.
B;4B;OAH i;MA04;Matemática;Habilidades;Modelar: Aplicar, seleccionar, modificar y evaluar modelos que involucren las cuatro operaciones con números naturales y fracciones, la ubicación en la recta numérica y el plano y el análisis de datos.
B;4B;OAH j;MA04;Matemática;Habilidades;Modelar: Expresar, a partir de representaciones pictóricas y explicaciones dadas, acciones y situaciones cotidianas en lenguaje matemático.
B;4B;OAH k;MA04;Matemática;Habilidades;Modelar: Identificar regularidades en expresiones numéricas y geométricas.
B;4B;OAH l;MA04;Matemática;Habilidades;Representar: Utilizar formas de representación adecuadas, como esquemas y tablas, con un lenguaje técnico específico y con los símbolos matemáticos correctos.
B;4B;OAH m;MA04;Matemática;Habilidades;Representar: Crear un problema real a partir de una expresión matemática, una ecuación o una representación.
B;4B;OAH n;MA04;Matemática;Habilidades;Representar: Transferir una situación de un nivel de representación a otro (por ejemplo: de lo concreto a lo pictórico y de lo pictórico a lo simbólico, y viceversa).
B;5B;OA 01;MA05;Matemática;Aprendizajes Basales;Representar y describir números naturales de hasta más de 6 dígitos y menores que 1 000 millones: identificando el valor posicional de los dígitos, componiendo y descomponiendo números naturales en forma estándar y expandida aproximando cantidades, comparando y ordenando números naturales en este ámbito numérico, dando ejemplos de estos números naturales en contextos reales.
B;5B;OA 02;MA05;Matemática;Aprendizajes Complementarios;Aplicar estrategias de cálculo mental para la multiplicación: anexar ceros cuando se multiplica por un múltiplo de 10, doblar y dividir por 2 en forma repetida, usando las propiedades conmutativa, asociativa y distributiva.
B;5B;OA 03;MA05;Matemática;Aprendizajes Basales;Demostrar que comprenden la multiplicación de números naturales de dos dígitos por números naturales de dos dígitos: estimando productos, aplicando estrategias de cálculo mental, resolviendo problemas rutinarios y no rutinarios aplicando el algoritmo.
B;5B;OA 04;MA05;Matemática;Aprendizajes Basales;Demostrar que comprenden la división con dividendos de tres dígitos y divisores de un dígito: interpretando el resto, resolviendo problemas rutinarios y no rutinarios que impliquen divisiones.
B;5B;OA 05;MA05;Matemática;Aprendizajes Complementarios;Realizar cálculos que involucren las cuatro operaciones, aplicando las reglas relativas a paréntesis y la prevalencia de la multiplicación y la división por sobre la adición y la sustracción cuando corresponda.
B;5B;OA 06;MA05;Matemática;Aprendizajes Basales;Resolver problemas rutinarios y no rutinarios que involucren las cuatro operaciones y combinaciones de ellas: que incluyan situaciones con dinero, usando la calculadora y el computador en ámbitos numéricos superiores al 10 000.
B;5B;OA 07;MA05;Matemática;Aprendizajes Basales;Demostrar que comprenden las fracciones propias: representándolas de manera concreta, pictórica y simbólica, creando grupos de fracciones equivalentes -simplificando y amplificando- de manera concreta, pictórica y simbólica, de forma manual y/o con software educativo, comparando fracciones propias con igual y distinto denominador de manera concreta, pictórica y simbólica.
B;5B;OA 08;MA05;Matemática;Aprendizajes Complementarios;Demostrar que comprenden las fracciones impropias de uso común de denominadores 2, 3, 4, 5, 6, 8, 10, 12 y los números mixtos asociados: usando material concreto y pictórico para representarlas, de manera manual y/o con software educativo, identificando y determinando equivalencias entre fracciones impropias y números mixtos, representando estas fracciones y estos números mixtos en la recta numérica.
B;5B;OA 09;MA05;Matemática;Aprendizajes Complementarios;Resolver adiciones y sustracciones con fracciones propias con denominadores menores o iguales a 12: de manera pictórica y simbólica, amplificando o simplificando.
B;5B;OA 10;MA05;Matemática;Aprendizajes Basales;Determinar el decimal que corresponde a fracciones con denominador 2, 4, 5 y 10.
B;5B;OA 11;MA05;Matemática;Aprendizajes Basales;Comparar y ordenar decimales hasta la milésima.
B;5B;OA 12;MA05;Matemática;Aprendizajes Complementarios;Resolver adiciones y sustracciones de decimales, empleando el valor posicional hasta la milésima.
B;5B;OA 13;MA05;Matemática;Aprendizajes Basales;Resolver problemas rutinarios y no rutinarios, aplicando adiciones y sustracciones de fracciones propias o decimales hasta la milésima.
B;5B;OA 14;MA05;Matemática;Aprendizajes Basales;Descubrir alguna regla que explique una sucesión dada y que permita hacer predicciones.
B;5B;OA 15;MA05;Matemática;Aprendizajes Basales;Resolver problemas, usando ecuaciones e inecuaciones de un paso, que involucren adiciones y sustracciones, en forma pictórica y simbólica.
B;5B;OA 16;MA05;Matemática;Aprendizajes Complementarios;Identificar y dibujar puntos en el primer cuadrante del plano cartesiano, dadas sus coordenadas en números naturales.
B;5B;OA 17;MA05;Matemática;Aprendizajes Basales;Describir y dar ejemplos de aristas y caras de figuras 3D y lados de figuras 2D: que son paralelos, que se intersectan, que son perpendiculares.
B;5B;OA 18;MA05;Matemática;Aprendizajes Basales;Demostrar que comprenden el concepto de congruencia, usando la traslación, la reflexión y la rotación en cuadrículas y mediante software geométrico.
B;5B;OA 19;MA05;Matemática;Aprendizajes Basales;Medir longitudes con unidades estandarizadas (m, cm, mm) en el contexto de la resolución de problemas.
B;5B;OA 20;MA05;Matemática;Aprendizajes Complementarios;Realizar transformaciones entre unidades de medidas de longitud: km a m, m a cm, cm a mm y viceversa, de manera manual y/o usando software educativo.
